year,month,match_name,league_name,club_name,coach,country_name,manager,owner,apperances,wins,losts,drawn,networth
2011,July,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,1,1,6,7674564
2011,August,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,3,3,7674564
2011,September,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,2,4,7674564
2011,October,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,0,5,3,7674564
2011,November,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,3,1,7674564
2011,December,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,2,1,7674564
2011,January,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,1,3,5476456
2011,February,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,2,4,5476456
2011,March,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,3,3,5476456
2011,April,International,NA,NA,Tobias Melendez,England,NA,NA,8,0,5,3,5476456
2011,May,International,NA,NA,Tobias Melendez,England,NA,NA,8,0,1,7,5476456
2011,June,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,4,2,5476456
2011,July,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,2,0,5476456
2011,August,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,3,0,5476456
2011,September,International,NA,NA,Tobias Melendez,England,NA,NA,8,1,3,4,5476456
2011,October,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,2,4,5476456
2011,November,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,5,0,5476456
2011,December,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,2,2,5476456
2011,January,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,3,2,5674577
2011,February,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,1,1,5674577
2011,March,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,1,5,2,5674577
2011,April,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,0,1,5674577
2011,May,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,1,0,5674577
2011,June,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,0,4,5674577
2011,July,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,2,1,5674577
2011,August,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,3,1,5674577
2011,September,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,0,3,5674577
2011,October,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,1,0,5674577
2011,November,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,2,0,5674577
2011,December,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,1,4,5674577
2011,January,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,2,1,7567455
2011,February,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,3,2,7567455
2011,March,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,7567455
2011,April,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,5,2,7567455
2011,May,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,4,1,7567455
2011,June,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,8,0,0,7567455
2011,July,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,3,5,0,7567455
2011,August,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,7,0,1,7567455
2011,September,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,1,2,7567455
2011,October,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,1,3,7567455
2011,November,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,4,1,3,7567455
2011,December,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,2,0,7567455
2011,January,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,2,2,6747456
2011,February,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,7,0,1,6747456
2011,March,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,4,1,6747456
2011,April,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,2,1,6747456
2011,May,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,1,1,6747456
2011,June,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,2,1,6747456
2011,July,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,3,1,6747456
2011,August,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,2,1,6747456
2011,September,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,2,4,2,6747456
2011,October,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,1,1,6,6747456
2011,November,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,6747456
2011,December,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,6747456
2011,January,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,4,1,7574554
2011,February,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,7574554
2011,March,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,0,3,7574554
2011,April,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,1,1,7574554
2011,May,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,0,3,7574554
2011,June,International,NA,NA,Will Smith,Netherlands,NA,NA,8,7,0,1,7574554
2011,July,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,7574554
2011,August,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,1,1,7574554
2011,September,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,7574554
2011,October,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,0,5,7574554
2011,November,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,2,0,7574554
2011,December,International,NA,NA,Will Smith,Netherlands,NA,NA,8,7,0,1,7574554
2011,January,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7456455
2011,February,International,NA,NA,William Price,Portugal,NA,NA,8,7,1,0,7456455
2011,March,International,NA,NA,William Price,Portugal,NA,NA,8,4,3,1,7456455
2011,April,International,NA,NA,William Price,Portugal,NA,NA,8,3,4,1,7456455
2011,May,International,NA,NA,William Price,Portugal,NA,NA,8,5,3,0,7456455
2011,June,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7456455
2011,July,International,NA,NA,William Price,Portugal,NA,NA,8,2,1,5,7456455
2011,August,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7456455
2011,September,International,NA,NA,William Price,Portugal,NA,NA,8,3,1,4,7456455
2011,October,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7456455
2011,November,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7456455
2011,December,International,NA,NA,William Price,Portugal,NA,NA,8,4,4,0,7456455
2011,January,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,2,1,5345634
2011,February,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,0,2,5345634
2011,March,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,2,3,3,5345634
2011,April,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,1,3,5345634
2011,May,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,0,4,5345634
2011,June,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,4,0,5345634
2011,July,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,3,4,5345634
2011,August,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,3,0,5345634
2011,September,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,1,0,5345634
2011,October,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,0,2,5345634
2011,November,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,3,1,4,5345634
2011,December,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,0,0,8,5345634
2012,January,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,7,0,1,5674575
2012,February,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,6,1,1,5674575
2012,March,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,1,2,5674575
2012,April,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,2,4,2,5674575
2012,May,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,1,5,2,5674575
2012,June,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,0,3,5,5674575
2012,July,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,0,8,0,5674575
2012,August,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,2,3,5674575
2012,September,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,2,6,0,5674575
2012,October,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,3,2,3,5674575
2012,November,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,1,2,5674575
2012,December,International,NA,NA,Damon Pruitt,Argentina,NA,NA,8,5,2,1,5674575
2012,January,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,1,0,7,7657455
2012,February,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,5,2,1,7657455
2012,March,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,7,0,1,7657455
2012,April,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,2,4,7657455
2012,May,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7657455
2012,June,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,2,2,4,7657455
2012,July,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7657455
2012,August,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,4,2,2,7657455
2012,September,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,7,0,1,7657455
2012,October,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,0,7,1,7657455
2012,November,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,2,3,7657455
2012,December,International,NA,NA,Lucas Hodges,Belgium,NA,NA,8,3,0,5,7657455
2012,January,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,2,4,2,7456454
2012,February,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,3,0,7456454
2012,March,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,5,0,3,7456454
2012,April,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454
2012,May,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454
2012,June,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,1,3,4,7456454
2012,July,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,1,0,7456454
2012,August,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454
2012,September,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,2,2,7456454
2012,October,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,1,3,7456454
2012,November,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,4,3,1,7456454
2012,December,International,NA,NA,Cody Delacruz,Brasil,NA,NA,8,7,0,1,7456454
2012,January,International,NA,NA,Tobias Melendez,England,NA,NA,8,5,3,0,7457655
2012,February,International,NA,NA,Tobias Melendez,England,NA,NA,8,3,2,3,7457655
2012,March,International,NA,NA,Tobias Melendez,England,NA,NA,8,7,0,1,7457655
2012,April,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,1,3,7457655
2012,May,International,NA,NA,Tobias Melendez,England,NA,NA,8,8,0,0,7457655
2012,June,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,3,1,7457655
2012,July,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,2,2,7457655
2012,August,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,2,0,7457655
2012,September,International,NA,NA,Tobias Melendez,England,NA,NA,8,6,0,2,7457655
2012,October,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,3,3,7457655
2012,November,International,NA,NA,Tobias Melendez,England,NA,NA,8,4,0,4,7457655
2012,December,International,NA,NA,Tobias Melendez,England,NA,NA,8,2,2,4,7457655
2012,January,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,1,2,5476456
2012,February,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,1,4,5476456
2012,March,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,2,6,0,5476456
2012,April,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,5,0,5476456
2012,May,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,7,0,1,5476456
2012,June,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,2,2,5476456
2012,July,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,2,3,5476456
2012,August,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,3,3,2,5476456
2012,September,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,0,3,5476456
2012,October,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,4,4,0,5476456
2012,November,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,6,2,0,5476456
2012,December,International,NA,NA,Barry Reynolds,Germany,NA,NA,8,5,0,3,5476456
2012,January,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,6456456
2012,February,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,2,1,5,6456456
2012,March,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,8,0,0,6456456
2012,April,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,2,1,6456456
2012,May,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,7,1,0,6456456
2012,June,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,6456456
2012,July,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,1,6,6456456
2012,August,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,0,4,4,6456456
2012,September,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,0,5,3,6456456
2012,October,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,5,1,2,6456456
2012,November,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,6,1,1,6456456
2012,December,International,NA,NA,Elmo Patrick,Italy,NA,NA,8,1,1,6,6456456
2012,January,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,1,3,5674565
2012,February,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,0,3,5674565
2012,March,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,3,2,5674565
2012,April,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,2,2,5674565
2012,May,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,6,2,0,5674565
2012,June,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,2,2,5674565
2012,July,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,2,2,5674565
2012,August,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,7,0,1,5674565
2012,September,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,3,1,5674565
2012,October,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,5,3,0,5674565
2012,November,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,3,3,2,5674565
2012,December,International,NA,NA,Kuame Gallegos,Mexico,NA,NA,8,4,3,1,5674565
2012,January,International,NA,NA,Will Smith,Netherlands,NA,NA,8,8,0,0,8768566
2012,February,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,1,2,8768566
2012,March,International,NA,NA,Will Smith,Netherlands,NA,NA,8,2,2,4,8768566
2012,April,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,1,4,8768566
2012,May,International,NA,NA,Will Smith,Netherlands,NA,NA,8,6,0,2,8768566
2012,June,International,NA,NA,Will Smith,Netherlands,NA,NA,8,1,2,5,8768566
2012,July,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,8768566
2012,August,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,2,2,8768566
2012,September,International,NA,NA,Will Smith,Netherlands,NA,NA,8,3,1,4,8768566
2012,October,International,NA,NA,Will Smith,Netherlands,NA,NA,8,4,4,0,8768566
2012,November,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,2,1,8768566
2012,December,International,NA,NA,Will Smith,Netherlands,NA,NA,8,5,2,1,8768566
2012,January,International,NA,NA,William Price,Portugal,NA,NA,8,1,5,2,7567455
2012,February,International,NA,NA,William Price,Portugal,NA,NA,8,4,3,1,7567455
2012,March,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455
2012,April,International,NA,NA,William Price,Portugal,NA,NA,8,3,1,4,7567455
2012,May,International,NA,NA,William Price,Portugal,NA,NA,8,5,1,2,7567455
2012,June,International,NA,NA,William Price,Portugal,NA,NA,8,2,4,2,7567455
2012,July,International,NA,NA,William Price,Portugal,NA,NA,8,1,3,4,7567455
2012,August,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455
2012,September,International,NA,NA,William Price,Portugal,NA,NA,8,2,0,6,7567455
2012,October,International,NA,NA,William Price,Portugal,NA,NA,8,5,3,0,7567455
2012,November,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455
2012,December,International,NA,NA,William Price,Portugal,NA,NA,8,5,2,1,7567455
2012,January,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,2,2,7845675
2012,February,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,1,1,7845675
2012,March,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,0,4,7845675
2012,April,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,1,5,2,7845675
2012,May,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,1,2,7845675
2012,June,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,0,1,7845675
2012,July,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,6,2,0,7845675
2012,August,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,4,2,2,7845675
2012,September,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,0,1,7845675
2012,October,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,5,1,2,7845675
2012,November,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,3,3,2,7845675
2012,December,International,NA,NA,Prescott Sweeney,Spain,NA,NA,8,7,0,1,7845675
2010,January,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,2,2,756745
2010,February,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,7,1,756745
2010,March,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,4,2,756745
2010,April,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,1,0,756745
2010,May,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,5,0,3,756745
2010,June,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,0,1,756745
2010,July,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,1,1,756745
2010,August,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,2,5,756745
2010,September,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,1,0,756745
2010,October,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,5,1,2,756745
2010,November,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,2,2,756745
2010,December,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,5,1,756745
2011,January,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,2,0,634633
2011,February,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,3,3,634633
2011,March,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,6,2,634633
2011,April,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,6,2,634633
2011,May,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,0,1,634633
2011,June,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,2,2,634633
2011,July,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,4,4,634633
2011,August,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,2,3,3,634633
2011,September,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,2,0,634633
2011,October,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,1,4,634633
2011,November,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,6,2,0,634633
2011,December,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,4,3,634633
2012,January,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,4,1,578674
2012,February,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,1,4,578674
2012,March,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,8,0,0,578674
2012,April,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,3,2,578674
2012,May,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,6,1,578674
2012,June,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,3,3,2,578674
2012,July,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,7,0,1,578674
2012,August,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,5,2,1,578674
2012,September,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,4,0,578674
2012,October,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,4,3,1,578674
2012,November,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,1,3,4,578674
2012,December,Club,EPL,NewCastle,NA,NA,Finn Finch,Emery Woods,8,0,3,5,578674
2010,January,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,7,0,576456
2010,February,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,2,3,576456
2010,March,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,2,4,2,576456
2010,April,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,2,1,576456
2010,May,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,1,2,576456
2010,June,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,2,5,1,576456
2010,July,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,3,0,576456
2010,August,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,0,3,576456
2010,September,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,4,1,576456
2010,October,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,6,1,576456
2010,November,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,3,0,576456
2010,December,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,3,0,576456
2011,January,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,5,2,756745
2011,February,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,4,4,756745
2011,March,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,756745
2011,April,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,2,6,756745
2011,May,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,6,0,2,756745
2011,June,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,2,1,756745
2011,July,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,2,1,756745
2011,August,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,2,3,756745
2011,September,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,0,3,756745
2011,October,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,3,4,756745
2011,November,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,5,3,756745
2011,December,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,756745
2012,January,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,5,1,2,457457
2012,February,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,0,7,457457
2012,March,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,457457
2012,April,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,2,3,3,457457
2012,May,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,4,3,457457
2012,June,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,0,1,457457
2012,July,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,3,4,457457
2012,August,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,1,2,5,457457
2012,September,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,7,1,0,457457
2012,October,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,3,2,457457
2012,November,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,3,3,2,457457
2012,December,Club,LA Liga,RCD Espanyol,NA,NA,Jason Hahn,Maxwell Bates,8,0,3,5,457457
2010,January,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,4,1,3,456354
2010,February,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,1,1,456354
2010,March,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,3,4,456354
2010,April,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,4,3,1,456354
2010,May,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,5,1,456354
2010,June,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,6,1,456354
2010,July,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,1,0,456354
2010,August,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,2,0,456354
2010,September,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,1,4,3,456354
2010,October,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,1,2,456354
2010,November,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,8,0,0,456354
2010,December,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,3,2,3,456354
2011,January,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,0,2,6,756734
2011,February,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,7,0,1,756734
2011,March,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,2,3,3,756734
2011,April,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,6,0,2,756734
2011,May,Club,LA Liga,Real Madrid,NA,NA,Tad Gardner,Christopher Wilder,8,5,3,0,756734
